"","X","Hours.Studied","Previous.Scores","Extracurricular.Activities","Sleep.Hours","Sample.Question.Papers.Practiced","Performance.Index"
"4603",4603,6,77,"Yes",8,4,61
"4604",4604,9,49,"No",9,3,45
"4605",4605,4,81,"Yes",8,4,66
"4606",4606,2,76,"Yes",5,6,56
"4607",4607,9,65,"Yes",7,2,63
"4608",4608,2,67,"Yes",7,3,44
"4609",4609,9,51,"Yes",4,7,46
"4610",4610,2,59,"No",6,5,34
"4611",4611,8,88,"No",5,7,85
"4612",4612,9,53,"No",5,1,46
"4613",4613,9,85,"Yes",8,8,84
"4614",4614,9,74,"Yes",9,6,74
"4615",4615,2,68,"No",8,4,41
"4616",4616,4,51,"No",9,6,30
"4617",4617,7,91,"No",5,1,82
"4618",4618,2,57,"No",6,3,30
"4619",4619,1,83,"Yes",7,6,59
"4620",4620,3,41,"Yes",4,1,17
"4621",4621,4,41,"Yes",9,7,26
"4622",4622,8,98,"No",7,9,94
"4623",4623,6,56,"No",4,9,46
"4624",4624,2,49,"No",6,4,26
"4625",4625,9,57,"Yes",5,4,54
"4626",4626,2,61,"Yes",6,7,42
"4627",4627,5,58,"No",9,0,42
"4628",4628,4,97,"Yes",5,5,80
"4629",4629,7,92,"No",8,1,85
"4630",4630,8,40,"No",4,0,26
"4631",4631,5,63,"No",8,6,52
"4632",4632,5,75,"Yes",5,3,60
"4633",4633,2,64,"No",4,0,40
"4634",4634,8,75,"No",4,9,68
"4635",4635,2,70,"Yes",8,5,49
"4636",4636,6,70,"No",4,9,59
"4637",4637,8,41,"No",5,5,32
"4638",4638,6,58,"Yes",9,2,47
"4639",4639,4,92,"No",9,5,77
"4640",4640,4,51,"No",5,9,36
"4641",4641,6,49,"No",8,8,38
"4642",4642,4,70,"Yes",6,5,50
"4643",4643,8,84,"No",5,0,77
"4644",4644,9,61,"No",9,9,59
"4645",4645,1,62,"No",5,5,37
"4646",4646,4,91,"Yes",4,7,72
"4647",4647,4,62,"Yes",4,6,41
"4648",4648,2,54,"Yes",5,7,34
"4649",4649,6,65,"No",8,7,54
"4650",4650,3,42,"Yes",6,8,21
"4651",4651,7,62,"No",4,2,50
"4652",4652,5,59,"Yes",9,6,49
"4653",4653,4,84,"Yes",4,5,71
"4654",4654,5,79,"Yes",9,1,64
"4655",4655,8,96,"Yes",6,4,90
"4656",4656,3,78,"No",4,2,57
"4657",4657,7,95,"Yes",8,4,84
"4658",4658,6,47,"No",9,8,36
"4659",4659,1,57,"No",4,7,34
"4660",4660,7,80,"No",4,8,70
"4661",4661,7,45,"Yes",5,8,39
"4662",4662,1,66,"Yes",8,7,42
"4663",4663,9,75,"No",8,7,69
"4664",4664,6,54,"Yes",5,5,44
"4665",4665,2,76,"No",9,5,54
"4666",4666,5,97,"Yes",7,5,87
"4667",4667,4,44,"Yes",6,9,28
"4668",4668,7,78,"No",8,5,70
"4669",4669,8,48,"Yes",7,8,44
"4670",4670,1,46,"No",9,9,23
"4671",4671,5,80,"No",6,0,61
"4672",4672,3,59,"Yes",8,9,43
"4673",4673,1,49,"Yes",4,5,22
"4674",4674,3,65,"Yes",8,7,47
"4675",4675,6,43,"No",6,0,31
"4676",4676,7,77,"Yes",7,5,71
"4677",4677,8,63,"Yes",4,8,59
"4678",4678,4,53,"Yes",6,5,37
"4679",4679,3,80,"Yes",9,1,58
"4680",4680,5,40,"No",6,0,24
"4681",4681,9,56,"Yes",8,3,52
"4682",4682,6,84,"No",9,5,74
"4683",4683,9,63,"Yes",5,9,60
"4684",4684,6,66,"Yes",5,9,59
"4685",4685,2,46,"Yes",4,8,20
"4686",4686,5,48,"No",6,4,33
"4687",4687,9,82,"No",7,6,80
"4688",4688,8,74,"Yes",4,5,67
"4689",4689,7,97,"No",9,5,90
"4690",4690,1,51,"No",4,8,29
"4691",4691,4,60,"Yes",8,4,44
"4692",4692,7,42,"Yes",9,1,37
"4693",4693,7,54,"Yes",7,7,45
"4694",4694,6,60,"Yes",6,2,50
"4695",4695,8,49,"Yes",9,8,44
"4696",4696,6,72,"Yes",6,4,59
"4697",4697,3,85,"No",6,0,60
"4698",4698,4,98,"Yes",4,3,78
"4699",4699,3,91,"Yes",8,8,73
"4700",4700,1,45,"Yes",4,0,20
"4701",4701,5,41,"Yes",5,7,26
"4702",4702,1,68,"No",5,7,42
"4703",4703,1,94,"No",6,8,71
"4704",4704,2,79,"No",8,8,57
"4705",4705,4,72,"Yes",9,5,55
"4706",4706,6,43,"Yes",6,4,29
"4707",4707,8,98,"No",9,6,96
"4708",4708,3,43,"No",6,8,23
"4709",4709,1,68,"Yes",4,4,42
"4710",4710,3,76,"Yes",6,2,54
"4711",4711,3,99,"Yes",6,8,83
"4712",4712,5,99,"Yes",8,9,91
"4713",4713,4,59,"Yes",8,0,42
"4714",4714,4,80,"No",9,0,65
"4715",4715,9,62,"Yes",8,9,60
"4716",4716,7,84,"No",6,3,77
"4717",4717,4,57,"Yes",8,1,41
"4718",4718,3,88,"No",8,6,67
"4719",4719,6,64,"No",7,1,53
"4720",4720,3,40,"No",7,6,21
"4721",4721,6,93,"Yes",5,7,82
"4722",4722,9,54,"Yes",4,7,52
"4723",4723,6,73,"Yes",4,2,60
"4724",4724,4,87,"No",8,8,71
"4725",4725,5,59,"No",5,9,45
"4726",4726,6,93,"Yes",5,9,82
"4727",4727,3,76,"No",9,9,57
"4728",4728,8,66,"No",7,5,63
"4729",4729,4,61,"No",5,3,41
"4730",4730,8,90,"No",6,7,84
"4731",4731,3,44,"Yes",9,3,24
"4732",4732,7,73,"No",8,3,63
"4733",4733,9,78,"Yes",6,7,79
"4734",4734,4,42,"No",4,3,20
"4735",4735,8,56,"No",7,0,50
"4736",4736,3,63,"Yes",6,5,43
"4737",4737,7,63,"No",8,7,56
"4738",4738,3,42,"Yes",6,2,21
"4739",4739,7,84,"Yes",6,1,76
"4740",4740,6,46,"Yes",5,5,34
"4741",4741,2,64,"Yes",7,0,42
"4742",4742,3,95,"Yes",4,4,78
"4743",4743,6,42,"Yes",8,5,28
"4744",4744,4,54,"Yes",9,7,39
"4745",4745,6,68,"No",9,6,56
"4746",4746,1,89,"Yes",8,5,63
"4747",4747,1,68,"No",4,1,38
"4748",4748,3,49,"No",8,7,29
"4749",4749,8,71,"No",5,7,67
"4750",4750,8,62,"Yes",9,4,57
"4751",4751,4,78,"Yes",9,2,63
"4752",4752,6,48,"No",6,7,38
"4753",4753,8,76,"Yes",5,4,68
"4754",4754,7,91,"No",9,2,82
"4755",4755,7,79,"No",5,8,70
"4756",4756,4,53,"No",5,8,32
"4757",4757,9,43,"Yes",4,6,43
"4758",4758,6,59,"No",9,7,49
"4759",4759,3,67,"Yes",7,4,49
"4760",4760,5,53,"No",4,4,36
"4761",4761,5,83,"Yes",4,4,69
"4762",4762,5,73,"No",5,1,57
"4763",4763,8,52,"Yes",7,2,47
"4764",4764,9,70,"No",4,7,69
"4765",4765,9,72,"Yes",7,5,65
"4766",4766,6,91,"Yes",9,8,84
"4767",4767,6,78,"Yes",5,6,66
"4768",4768,9,67,"No",4,5,60
"4769",4769,4,64,"No",7,3,44
"4770",4770,6,71,"No",8,6,61
"4771",4771,4,48,"Yes",4,3,30
"4772",4772,1,67,"Yes",4,6,39
"4773",4773,7,97,"No",4,4,85
"4774",4774,6,70,"No",7,1,58
"4775",4775,9,56,"Yes",6,6,53
"4776",4776,7,92,"No",9,7,86
"4777",4777,7,62,"Yes",4,9,55
"4778",4778,2,52,"Yes",8,1,32
"4779",4779,9,94,"Yes",8,5,94
"4780",4780,9,49,"No",5,3,41
"4781",4781,6,55,"Yes",6,4,43
"4782",4782,3,45,"No",6,0,25
"4783",4783,1,87,"Yes",7,5,64
"4784",4784,4,50,"No",5,7,37
"4785",4785,3,97,"No",7,1,79
"4786",4786,1,91,"Yes",5,0,62
"4787",4787,3,42,"Yes",9,8,21
"4788",4788,4,67,"Yes",6,1,49
"4789",4789,8,80,"Yes",9,7,77
"4790",4790,9,54,"No",7,4,50
"4791",4791,3,99,"No",5,1,79
"4792",4792,6,52,"No",6,4,35
"4793",4793,5,81,"No",6,8,66
"4794",4794,6,91,"No",4,5,74
"4795",4795,4,95,"Yes",7,2,77
"4796",4796,6,84,"Yes",4,7,72
"4797",4797,7,56,"No",6,0,48
"4798",4798,9,46,"Yes",7,8,42
"4799",4799,7,67,"Yes",7,8,59
"4800",4800,6,77,"Yes",9,3,66
"4801",4801,1,52,"Yes",8,7,27
"4802",4802,2,99,"Yes",5,2,75
"4803",4803,1,56,"Yes",8,5,31
"4804",4804,9,54,"No",8,9,51
"4805",4805,9,75,"Yes",6,9,74
"4806",4806,7,67,"Yes",9,7,63
"4807",4807,2,54,"No",5,8,31
"4808",4808,6,85,"No",8,7,79
"4809",4809,4,92,"No",8,8,77
"4810",4810,1,50,"Yes",7,3,26
"4811",4811,1,95,"No",6,9,69
"4812",4812,5,70,"Yes",8,0,56
"4813",4813,2,43,"No",5,6,18
"4814",4814,4,74,"Yes",4,9,55
"4815",4815,1,73,"Yes",4,3,45
"4816",4816,4,91,"No",6,0,74
"4817",4817,6,66,"Yes",4,2,56
"4818",4818,4,49,"Yes",7,6,34
"4819",4819,1,69,"Yes",7,2,44
"4820",4820,7,84,"Yes",5,0,73
"4821",4821,2,59,"No",9,6,38
"4822",4822,9,68,"No",6,7,64
"4823",4823,3,97,"No",6,4,75
"4824",4824,8,92,"Yes",4,5,84
"4825",4825,8,68,"No",8,2,62
"4826",4826,3,62,"No",8,4,41
"4827",4827,4,96,"Yes",9,2,81
"4828",4828,2,89,"No",8,1,66
"4829",4829,4,60,"No",9,6,45
"4830",4830,9,87,"No",5,9,84
"4831",4831,2,82,"Yes",6,6,60
"4832",4832,3,49,"No",4,7,26
"4833",4833,4,80,"No",5,0,64
"4834",4834,5,51,"No",7,1,32
"4835",4835,1,69,"Yes",7,1,48
"4836",4836,7,90,"Yes",7,2,83
"4837",4837,7,72,"No",9,6,62
"4838",4838,9,57,"No",9,6,55
"4839",4839,4,53,"No",6,6,36
"4840",4840,6,61,"Yes",7,0,52
"4841",4841,2,60,"Yes",9,1,35
"4842",4842,4,40,"No",9,7,21
"4843",4843,2,88,"No",8,8,67
"4844",4844,5,82,"Yes",9,9,71
"4845",4845,7,91,"Yes",7,6,87
"4846",4846,1,99,"No",5,0,70
"4847",4847,7,54,"Yes",7,3,43
"4848",4848,6,75,"No",8,9,69
"4849",4849,6,86,"No",7,7,75
"4850",4850,8,93,"Yes",4,4,85
"4851",4851,8,61,"No",8,0,56
"4852",4852,6,71,"No",6,6,55
"4853",4853,3,97,"No",7,5,78
"4854",4854,5,85,"No",9,8,71
"4855",4855,2,93,"No",5,3,68
"4856",4856,5,72,"No",7,3,60
"4857",4857,9,97,"No",5,7,95
"4858",4858,1,80,"Yes",4,3,51
"4859",4859,5,98,"Yes",6,2,84
"4860",4860,6,78,"No",9,6,68
"4861",4861,7,62,"Yes",8,4,54
"4862",4862,9,82,"No",8,8,79
"4863",4863,6,94,"No",6,4,83
"4864",4864,5,41,"Yes",4,8,28
"4865",4865,7,41,"No",4,5,31
"4866",4866,1,77,"No",7,5,50
"4867",4867,5,94,"Yes",4,5,79
"4868",4868,2,90,"Yes",7,6,64
"4869",4869,4,68,"Yes",5,3,53
"4870",4870,7,91,"Yes",6,3,81
"4871",4871,5,85,"Yes",5,8,70
"4872",4872,6,99,"Yes",5,6,85
"4873",4873,2,42,"No",5,9,20
"4874",4874,3,78,"Yes",5,5,60
"4875",4875,7,46,"Yes",8,0,36
"4876",4876,2,75,"No",4,6,49
"4877",4877,6,68,"No",6,5,56
"4878",4878,5,94,"Yes",6,3,79
"4879",4879,1,76,"No",9,7,53
"4880",4880,4,88,"No",5,6,70
"4881",4881,2,97,"No",6,7,74
"4882",4882,4,75,"No",7,8,60
"4883",4883,1,62,"No",6,0,32
"4884",4884,2,84,"No",5,2,59
"4885",4885,8,55,"No",6,1,48
"4886",4886,6,87,"Yes",4,2,74
"4887",4887,2,70,"No",5,1,46
"4888",4888,6,73,"Yes",8,5,63
"4889",4889,9,89,"No",4,8,87
"4890",4890,7,40,"No",6,1,29
"4891",4891,9,57,"Yes",8,3,51
"4892",4892,5,97,"No",9,4,81
"4893",4893,7,79,"No",4,4,70
"4894",4894,7,82,"Yes",9,0,75
"4895",4895,3,95,"No",7,5,75
"4896",4896,7,95,"No",4,4,85
"4897",4897,1,54,"Yes",8,5,28
"4898",4898,9,87,"Yes",9,3,84
"4899",4899,6,88,"No",7,5,76
"4900",4900,5,56,"Yes",9,8,43
"4901",4901,7,83,"No",6,0,73
"4902",4902,5,49,"No",5,5,33
"4903",4903,5,59,"Yes",9,0,45
"4904",4904,7,45,"Yes",6,6,38
"4905",4905,7,47,"Yes",5,3,39
"4906",4906,3,84,"Yes",5,5,67
"4907",4907,3,73,"No",8,6,53
"4908",4908,3,71,"Yes",7,4,50
"4909",4909,6,90,"Yes",7,8,80
"4910",4910,6,93,"No",4,7,80
"4911",4911,3,81,"No",6,2,60
"4912",4912,3,43,"No",8,0,23
"4913",4913,8,83,"No",9,9,80
"4914",4914,8,89,"No",6,7,83
"4915",4915,7,78,"No",9,3,72
"4916",4916,4,59,"No",9,6,46
"4917",4917,4,63,"No",9,3,45
"4918",4918,3,63,"No",4,6,42
"4919",4919,5,94,"Yes",4,0,78
"4920",4920,3,65,"Yes",8,0,43
"4921",4921,8,64,"No",4,1,55
"4922",4922,7,75,"Yes",8,4,67
"4923",4923,3,46,"No",4,9,28
"4924",4924,9,49,"No",7,5,48
"4925",4925,5,97,"No",8,1,81
"4926",4926,9,86,"No",7,0,84
"4927",4927,7,51,"Yes",7,8,41
"4928",4928,7,40,"Yes",8,6,31
"4929",4929,6,91,"No",6,7,83
"4930",4930,2,89,"Yes",5,5,70
"4931",4931,9,64,"Yes",4,8,57
"4932",4932,6,55,"No",9,7,45
"4933",4933,8,44,"No",4,3,37
"4934",4934,1,58,"Yes",9,4,33
"4935",4935,5,43,"Yes",6,1,28
"4936",4936,1,45,"No",5,0,16
"4937",4937,8,65,"No",6,5,60
"4938",4938,8,88,"Yes",5,2,81
"4939",4939,1,78,"No",8,3,54
"4940",4940,9,95,"No",8,0,94
"4941",4941,2,94,"No",9,5,74
"4942",4942,9,78,"Yes",7,7,76
"4943",4943,1,48,"Yes",7,9,19
"4944",4944,9,84,"No",9,3,83
"4945",4945,4,91,"Yes",8,9,73
"4946",4946,9,53,"No",9,7,52
"4947",4947,7,87,"Yes",7,9,81
"4948",4948,6,94,"Yes",9,2,84
"4949",4949,5,48,"Yes",8,6,35
"4950",4950,9,54,"No",6,2,53
"4951",4951,2,76,"No",4,5,55
"4952",4952,2,89,"No",8,3,66
"4953",4953,9,92,"Yes",9,5,87
"4954",4954,3,59,"No",8,6,43
"4955",4955,8,47,"No",8,7,39
"4956",4956,9,71,"No",7,5,68
"4957",4957,8,86,"No",9,3,81
"4958",4958,4,60,"Yes",7,8,45
"4959",4959,1,96,"No",9,6,75
"4960",4960,4,80,"No",7,8,64
"4961",4961,9,58,"Yes",7,2,54
"4962",4962,2,68,"No",6,4,45
"4963",4963,3,97,"Yes",8,0,75
"4964",4964,8,70,"Yes",6,7,64
"4965",4965,6,93,"Yes",7,0,81
"4966",4966,8,45,"No",6,0,39
"4967",4967,7,43,"Yes",8,6,38
"4968",4968,5,82,"Yes",8,7,72
"4969",4969,9,68,"Yes",7,2,67
"4970",4970,4,81,"No",8,1,66
"4971",4971,6,42,"Yes",6,6,32
"4972",4972,2,40,"Yes",5,9,17
"4973",4973,2,83,"Yes",8,4,59
"4974",4974,2,94,"No",6,0,70
"4975",4975,7,54,"Yes",6,1,41
"4976",4976,2,86,"Yes",6,2,62
"4977",4977,2,60,"No",8,5,38
"4978",4978,9,85,"No",5,0,81
"4979",4979,7,97,"No",7,7,88
"4980",4980,3,70,"Yes",7,1,46
"4981",4981,3,46,"Yes",8,4,25
"4982",4982,7,56,"Yes",8,7,48
"4983",4983,5,95,"Yes",4,4,81
"4984",4984,6,58,"No",9,7,49
"4985",4985,8,78,"Yes",5,5,72
"4986",4986,9,99,"No",6,6,96
"4987",4987,1,42,"Yes",9,7,17
"4988",4988,3,69,"Yes",6,2,48
"4989",4989,7,74,"Yes",9,4,69
"4990",4990,6,97,"No",7,9,85
"4991",4991,7,96,"No",9,6,85
"4992",4992,8,68,"No",8,8,64
"4993",4993,6,89,"No",5,5,79
"4994",4994,3,91,"Yes",7,9,74
"4995",4995,2,93,"Yes",9,0,69
"4996",4996,7,53,"Yes",5,7,44
"4997",4997,1,74,"Yes",8,5,50
"4998",4998,3,67,"Yes",6,0,48
"4999",4999,4,97,"No",4,3,77
"5000",5000,1,69,"No",5,5,46
"5001",5001,5,65,"Yes",6,9,51
"5002",5002,3,46,"Yes",5,0,23
"5003",5003,2,78,"Yes",5,9,56
"5004",5004,3,70,"Yes",5,4,47
"5005",5005,8,44,"No",8,2,42
"5006",5006,6,74,"Yes",7,6,64
"5007",5007,7,89,"Yes",5,7,80
"5008",5008,6,86,"Yes",8,2,73
"5009",5009,6,91,"Yes",4,9,80
"5010",5010,3,53,"No",7,2,34
"5011",5011,8,75,"Yes",8,2,69
"5012",5012,7,66,"No",4,5,54
"5013",5013,7,63,"No",7,5,56
"5014",5014,6,79,"Yes",8,2,66
"5015",5015,5,68,"Yes",4,5,53
"5016",5016,8,92,"Yes",8,8,89
"5017",5017,5,84,"Yes",4,7,70
"5018",5018,9,61,"Yes",5,6,59
"5019",5019,9,47,"No",5,6,41
"5020",5020,1,54,"No",7,7,28
"5021",5021,6,88,"No",4,6,75
"5022",5022,7,44,"No",5,2,34
"5023",5023,3,91,"No",7,7,68
"5024",5024,7,43,"Yes",6,7,32
"5025",5025,7,50,"Yes",5,0,44
"5026",5026,2,57,"No",5,9,35
"5027",5027,7,81,"Yes",9,4,74
"5028",5028,1,88,"Yes",8,4,64
"5029",5029,5,69,"No",6,0,57
"5030",5030,9,54,"No",4,5,46
"5031",5031,7,45,"No",7,5,36
"5032",5032,7,94,"Yes",6,3,85
"5033",5033,2,92,"No",4,5,71
"5034",5034,8,55,"No",5,5,49
"5035",5035,3,86,"Yes",9,0,71
"5036",5036,8,79,"Yes",7,4,76
"5037",5037,3,48,"No",7,1,26
"5038",5038,7,82,"Yes",6,6,74
"5039",5039,2,98,"No",8,8,78
"5040",5040,4,73,"Yes",4,8,59
"5041",5041,6,66,"No",9,8,55
"5042",5042,9,52,"Yes",9,6,51
"5043",5043,5,75,"Yes",6,6,57
"5044",5044,9,66,"Yes",8,0,63
"5045",5045,5,48,"No",8,5,37
"5046",5046,8,44,"No",8,4,41
"5047",5047,1,90,"No",7,7,67
"5048",5048,7,61,"Yes",4,7,56
"5049",5049,4,70,"Yes",4,3,51
"5050",5050,5,42,"Yes",6,0,26
"5051",5051,6,69,"No",5,5,56
"5052",5052,5,60,"Yes",6,9,48
"5053",5053,1,74,"No",4,0,52
"5054",5054,9,45,"No",7,4,42
"5055",5055,2,67,"No",6,4,41
"5056",5056,9,71,"No",5,2,64
"5057",5057,2,81,"No",9,4,57
"5058",5058,9,76,"Yes",6,5,72
"5059",5059,6,64,"Yes",8,4,52
"5060",5060,9,71,"Yes",5,0,67
"5061",5061,6,74,"Yes",8,6,61
"5062",5062,6,61,"Yes",7,2,51
"5063",5063,2,63,"Yes",4,6,42
"5064",5064,8,78,"No",6,4,71
"5065",5065,3,93,"Yes",6,2,74
"5066",5066,7,69,"No",8,5,62
"5067",5067,5,89,"No",8,0,76
"5068",5068,3,71,"No",4,5,50
"5069",5069,1,70,"No",6,3,42
"5070",5070,8,62,"No",4,3,55
"5071",5071,3,79,"Yes",8,4,60
"5072",5072,2,72,"Yes",9,8,52
"5073",5073,1,64,"Yes",8,0,36
"5074",5074,4,75,"No",5,2,53
"5075",5075,8,63,"Yes",8,3,54
"5076",5076,3,70,"Yes",8,1,47
"5077",5077,1,97,"No",9,8,70
"5078",5078,4,78,"No",4,6,62
"5079",5079,9,85,"Yes",5,0,82
"5080",5080,1,52,"No",5,8,26
"5081",5081,2,49,"No",6,5,25
"5082",5082,9,62,"No",9,1,55
"5083",5083,2,57,"Yes",7,0,34
"5084",5084,3,71,"No",6,5,51
"5085",5085,7,72,"No",6,6,63
"5086",5086,3,75,"No",6,9,54
"5087",5087,9,67,"No",5,5,62
"5088",5088,6,55,"No",4,6,43
"5089",5089,3,55,"Yes",8,5,34
"5090",5090,9,57,"Yes",5,7,56
"5091",5091,1,47,"No",8,1,24
"5092",5092,3,81,"No",8,8,65
"5093",5093,1,55,"Yes",7,8,31
"5094",5094,2,94,"Yes",6,8,72
"5095",5095,8,95,"No",7,6,90
"5096",5096,7,50,"No",6,8,43
"5097",5097,2,45,"Yes",5,0,23
"5098",5098,2,40,"No",8,2,18
"5099",5099,9,51,"No",7,1,44
"5100",5100,6,96,"Yes",9,0,84
"5101",5101,5,77,"Yes",5,4,62
"5102",5102,6,67,"Yes",5,0,56
"5103",5103,9,84,"Yes",9,2,87
"5104",5104,7,97,"No",6,5,89
"5105",5105,9,56,"No",8,5,55
"5106",5106,4,40,"No",6,2,18
"5107",5107,2,71,"No",6,3,46
"5108",5108,8,47,"Yes",5,6,42
"5109",5109,4,93,"Yes",6,5,72
"5110",5110,9,79,"No",4,1,75
"5111",5111,4,95,"No",9,8,79
"5112",5112,8,82,"No",9,5,78
"5113",5113,9,85,"Yes",8,1,81
"5114",5114,9,63,"Yes",9,6,63
"5115",5115,4,49,"Yes",6,9,35
"5116",5116,1,86,"No",6,9,63
"5117",5117,3,78,"No",7,3,59
"5118",5118,9,78,"No",8,0,76
"5119",5119,4,49,"Yes",8,9,33
"5120",5120,5,75,"No",9,8,62
"5121",5121,7,64,"Yes",6,9,58
"5122",5122,5,99,"No",4,7,82
"5123",5123,4,89,"No",7,4,73
"5124",5124,2,98,"Yes",4,2,75
"5125",5125,2,96,"Yes",6,3,71
"5126",5126,4,49,"No",8,2,30
"5127",5127,9,58,"Yes",8,9,58
"5128",5128,8,85,"Yes",4,7,80
"5129",5129,3,84,"Yes",5,4,65
"5130",5130,9,54,"Yes",6,7,51
"5131",5131,5,55,"Yes",8,0,44
"5132",5132,3,41,"No",9,8,23
"5133",5133,5,68,"No",5,9,56
"5134",5134,4,43,"No",8,2,25
"5135",5135,8,92,"No",9,0,89
"5136",5136,5,89,"Yes",8,2,75
"5137",5137,8,68,"No",5,1,60
"5138",5138,9,70,"Yes",4,6,64
"5139",5139,4,56,"No",6,9,40
"5140",5140,7,49,"No",5,3,37
"5141",5141,2,66,"Yes",5,6,42
"5142",5142,6,92,"No",8,2,78
"5143",5143,8,80,"No",9,5,72
"5144",5144,7,54,"No",5,6,44
"5145",5145,7,99,"No",6,6,89
"5146",5146,8,83,"No",4,4,77
"5147",5147,7,70,"No",9,5,62
"5148",5148,5,60,"No",4,2,46
"5149",5149,7,99,"Yes",4,3,94
"5150",5150,3,98,"No",6,5,80
"5151",5151,5,97,"No",8,2,83
"5152",5152,7,80,"No",9,6,74
"5153",5153,9,85,"No",9,2,85
"5154",5154,2,84,"No",6,8,61
"5155",5155,4,99,"No",9,3,85
"5156",5156,7,65,"Yes",5,1,58
"5157",5157,1,77,"No",7,5,52
"5158",5158,2,90,"No",7,8,69
"5159",5159,9,75,"Yes",7,9,78
"5160",5160,7,91,"Yes",4,9,82
"5161",5161,7,56,"No",9,1,47
"5162",5162,6,90,"No",6,3,79
"5163",5163,3,42,"No",9,4,21
"5164",5164,3,53,"Yes",6,8,33
"5165",5165,2,88,"Yes",9,6,65
"5166",5166,6,52,"No",4,4,35
"5167",5167,4,80,"No",5,5,63
"5168",5168,5,66,"Yes",7,8,50
"5169",5169,3,40,"Yes",7,3,18
"5170",5170,6,96,"Yes",9,1,88
"5171",5171,3,56,"Yes",4,4,35
"5172",5172,8,87,"No",7,6,82
"5173",5173,9,89,"Yes",9,3,87
"5174",5174,4,73,"Yes",8,0,59
"5175",5175,9,53,"No",9,7,56
"5176",5176,7,93,"Yes",6,4,86
"5177",5177,3,94,"No",7,9,70
"5178",5178,7,98,"Yes",7,1,90
"5179",5179,1,56,"No",8,2,28
"5180",5180,3,42,"Yes",5,9,21
"5181",5181,6,73,"No",9,9,64
"5182",5182,4,79,"No",5,4,61
"5183",5183,7,64,"Yes",9,3,54
"5184",5184,3,41,"No",8,8,20
"5185",5185,1,73,"No",5,8,49
"5186",5186,9,65,"Yes",4,7,65
"5187",5187,6,70,"No",8,1,61
"5188",5188,8,48,"No",9,4,40
"5189",5189,3,69,"Yes",6,7,49
"5190",5190,8,59,"Yes",6,7,52
"5191",5191,2,60,"No",6,6,38
"5192",5192,4,68,"No",9,3,51
"5193",5193,3,98,"No",7,2,76
"5194",5194,1,64,"No",8,7,42
"5195",5195,7,77,"No",8,7,68
"5196",5196,2,97,"Yes",5,9,77
"5197",5197,4,83,"No",8,4,65
"5198",5198,9,64,"Yes",8,2,63
"5199",5199,6,48,"Yes",5,4,35
"5200",5200,8,78,"Yes",8,3,71
"5201",5201,2,83,"Yes",8,7,64
"5202",5202,7,65,"No",4,1,53
"5203",5203,6,96,"No",9,7,87
"5204",5204,9,76,"No",5,9,71
"5205",5205,7,55,"Yes",4,5,43
"5206",5206,1,76,"Yes",7,3,54
"5207",5207,8,51,"No",5,2,44
"5208",5208,3,63,"Yes",9,9,45
"5209",5209,2,65,"No",8,4,42
"5210",5210,3,59,"Yes",8,5,38
"5211",5211,6,48,"Yes",4,0,36
"5212",5212,3,62,"Yes",4,0,43
"5213",5213,5,78,"Yes",7,9,67
"5214",5214,6,68,"Yes",7,2,58
"5215",5215,8,70,"Yes",9,1,64
"5216",5216,7,58,"Yes",8,0,51
"5217",5217,8,59,"No",6,7,57
"5218",5218,3,62,"No",7,0,40
"5219",5219,4,82,"Yes",8,9,68
"5220",5220,6,66,"Yes",7,7,58
"5221",5221,7,69,"No",5,4,63
"5222",5222,9,60,"Yes",4,3,56
"5223",5223,1,83,"No",8,7,60
"5224",5224,8,74,"No",7,7,68
"5225",5225,8,88,"No",4,7,82
"5226",5226,6,46,"No",6,2,33
"5227",5227,4,61,"No",7,7,47
"5228",5228,3,49,"Yes",8,0,32
"5229",5229,3,62,"Yes",5,3,39
"5230",5230,6,54,"No",4,4,41
"5231",5231,8,69,"Yes",4,5,61
"5232",5232,7,73,"No",5,4,63
"5233",5233,1,52,"Yes",8,4,27
"5234",5234,6,99,"Yes",9,4,88
"5235",5235,7,43,"Yes",6,8,35
"5236",5236,7,57,"Yes",9,9,48
"5237",5237,9,95,"Yes",5,9,95
"5238",5238,5,62,"Yes",6,2,48
"5239",5239,1,72,"Yes",8,1,45
"5240",5240,2,73,"Yes",7,9,49
"5241",5241,4,73,"No",7,1,57
"5242",5242,5,75,"No",9,7,61
"5243",5243,9,74,"Yes",8,4,75
"5244",5244,1,56,"Yes",6,4,26
"5245",5245,3,67,"Yes",9,5,47
"5246",5246,5,53,"No",5,8,37
"5247",5247,3,73,"Yes",9,6,55
"5248",5248,4,87,"Yes",8,4,73
"5249",5249,3,50,"No",8,4,30
"5250",5250,4,96,"No",7,9,80
"5251",5251,1,52,"No",5,8,24
"5252",5252,8,72,"Yes",7,8,66
"5253",5253,4,96,"No",6,1,77
"5254",5254,7,94,"Yes",6,6,86
"5255",5255,2,41,"No",4,9,13
"5256",5256,2,73,"Yes",8,0,52
"5257",5257,6,92,"Yes",5,3,80
"5258",5258,2,68,"Yes",5,1,44
"5259",5259,6,76,"No",7,9,68
"5260",5260,2,43,"Yes",9,8,23
"5261",5261,4,51,"Yes",9,5,36
"5262",5262,7,65,"Yes",7,3,58
"5263",5263,8,97,"No",9,2,91
"5264",5264,3,67,"Yes",5,3,48
"5265",5265,9,42,"Yes",7,1,40
